
image_path,card_name,set_code,collector_number,foil,language
images/img_0038.jpg,Cryptic Command,ZNR,190,yes,Korean
images/img_0039.jpg,Black Lotus,C21,143,no,Portuguese
images/img_0040.jpg,Path to Exile,KHM,147,yes,English
images/img_0041.jpg,Arcane Denial,MH2,072,no,Korean
images/img_0042.jpg,Grapeshot,ELD,249,yes,German
images/img_0043.jpg,Rogue's Passage,KHM,254,yes,Japanese
images/img_0044.jpg,"Jace, the Mind Sculptor",M20,144,yes,Portuguese
images/img_0045.jpg,"Teferi, Time Raveler",DMR,057,no,Italian
images/img_0046.jpg,Path to Exile,NCC,233,yes,Italian
images/img_0047.jpg,Counter Spell,C21,015,yes,Spanish
images/img_0048.jpg,Urza's Saga,DMR,044,yes,Italian
images/img_0049.jpg,Volcanic Island,ELD,012,yes,Spanish
images/img_0050.jpg,Ponder,THB,255,yes,Chinese
images/img_0051.jpg,Temple Garden,KHM,161,no,Portuguese
images/img_0052.jpg,Collective Company,MH2,193,yes,French
images/img_0053.jpg,Gaea's Cradle,THB,037,yes,Portuguese
images/img_0054.jpg,Elvish Mystic,KHM,145,no,Spanish
images/img_0055.jpg,Brainstorm (Japanese),THB,203,yes,Japanese
images/img_0056.jpg,Young Pyromancer,M21,003,yes,French
images/img_0057.jpg,Tarmogoyf,C21,220,no,Spanish
images/img_0058.jpg,Path to Exile,AFR,246,yes,French
images/img_0059.jpg,Mox Sapphire,THB,166,no,Korean
images/img_0060.jpg,Collective Brutality,NCC,030,no,English
images/img_0061.jpg,Mana Leak,AFR,093,yes,Italian
images/img_0062.jpg,Primeval Titan,M20,249,yes,Portuguese
images/img_0063.jpg,Inquisition of Kozilek,M21,082,no,Spanish
images/img_0064.jpg,Cryptic Command,DMR,300,yes,English
images/img_0065.jpg,Day of Judgment,DMR,286,yes,Japanese
images/img_0066.jpg,Wrath of God,M20,073,no,Japanese
images/img_0067.jpg,Thoughtseize,ELD,082,yes,French
images/img_0068.jpg,Supreme Verdict,CMM,272,no,Korean
images/img_0069.jpg,Ponder,CMM,063,yes,Spanish
images/img_0070.jpg,Path to Exile,KHM,116,no,Chinese
images/img_0071.jpg,"Teferi, Time Raveler",DMR,005,no,Italian
images/img_0072.jpg,Supreme Verdict,M20,082,no,Spanish
images/img_0073.jpg,Collective Brutality,KHM,127,no,Spanish
images/img_0074.jpg,Collective Company,KHM,296,no,Spanish
images/img_0075.jpg,Island,DMR,230,no,French
images/img_0076.jpg,Rogue's Passage,AFR,004,yes,Korean
images/img_0077.jpg,Tarmogoyf,KLD,161,yes,Japanese
images/img_0078.jpg,Tarmogoyf,ZNR,204,yes,German
images/img_0079.jpg,Demonic Tutor,KLD,277,no,Spanish
images/img_0080.jpg,Sol Ring,ELD,100,yes,English
images/img_0081.jpg,Dark Confidant,IKO,047,no,Portuguese
images/img_0082.jpg,Mana Leak,ELD,280,yes,Portuguese
images/img_0083.jpg,Brainstorm,M20,057,yes,Spanish
images/img_0084.jpg,Young Pyromancer,IKO,198,no,Chinese
images/img_0085.jpg,Collective Company,AFR,237,yes,English
images/img_0086.jpg,Supreme Verdict,MH2,196,yes,German
images/img_0087.jpg,Mox Sapphire,IKO,001,no,Korean
images/img_0088.jpg,Llanowar Elves,CMM,172,no,Chinese
images/img_0089.jpg,Lightning Bolt,C21,299,no,English
images/img_0090.jpg,Farseek,NCC,181,no,French
images/img_0091.jpg,Temple Garden,KLD,259,yes,French
images/img_0092.jpg,Wrath of God,NCC,245,yes,Italian
images/img_0093.jpg,Arcane Denial,ZNR,105,no,Portuguese
images/img_0094.jpg,Primeval Titan,IKO,296,no,Spanish
images/img_0095.jpg,Grapeshot,IKO,118,yes,Chinese
images/img_0096.jpg,Liliana of the Veil,THB,235,no,English
images/img_0097.jpg,Brainstorm,AFR,236,yes,Korean
images/img_0098.jpg,Brainstorm,CMM,293,no,Italian
images/img_0099.jpg,Birds of Paradise,CMM,282,no,Korean
images/img_0100.jpg,Lightning Bolt,M21,166,no,Chinese
images/img_0101.jpg,Supreme Verdict,IKO,027,no,English
images/img_0102.jpg,Grapeshot,DMR,012,no,Korean
images/img_0103.jpg,Urza's Saga,DMR,143,yes,Italian
images/img_0104.jpg,Forest (Full Art),ELD,283,yes,Korean
images/img_0105.jpg,Supreme Verdict,KHM,093,yes,Japanese
images/img_0106.jpg,Damnation,M21,035,no,Spanish
images/img_0107.jpg,Wrath of God,M21,191,yes,French
images/img_0108.jpg,Supreme Verdict,MH2,273,yes,Chinese
images/img_0109.jpg,Sword of Fire and Ice,NCC,215,yes,Chinese
images/img_0110.jpg,Snapcaster Mage,C21,202,yes,German
images/img_0111.jpg,Snapcaster Mage,M21,210,yes,German
images/img_0112.jpg,Tarmogoyf,KLD,145,yes,Spanish
images/img_0113.jpg,Young Pyromancer,KHM,074,no,Chinese
images/img_0114.jpg,"Teferi, Time Raveler",CMM,146,no,Korean
images/img_0115.jpg,Rogue's Passage,NCC,054,yes,Chinese
images/img_0116.jpg,Farseek,THB,286,yes,English
images/img_0117.jpg,Forest (Full Art),NCC,285,yes,Chinese
images/img_0118.jpg,Nature's Lore,AFR,005,yes,English
images/img_0119.jpg,Collective Brutality,M21,234,yes,Portuguese
images/img_0120.jpg,Urza's Saga,CMM,024,yes,Italian
images/img_0121.jpg,Arcane Denial,NCC,254,no,Japanese
images/img_0122.jpg,Mana Leak,C21,040,yes,English
images/img_0123.jpg,Snapcaster Mage,AFR,292,yes,Japanese
images/img_0124.jpg,Forest,AFR,118,yes,French
images/img_0125.jpg,Nature's Lore,IKO,066,yes,Italian
images/img_0126.jpg,Cryptic Command,ZNR,238,yes,Portuguese
images/img_0127.jpg,Farseek,DMR,181,no,Chinese
images/img_0128.jpg,Mana Leak,KLD,138,no,Japanese
images/img_0129.jpg,Gaea's Cradle,NCC,112,no,Italian
images/img_0130.jpg,Volcanic Island,M21,191,yes,Italian
images/img_0131.jpg,Cryptic Command,KHM,030,yes,German
images/img_0132.jpg,Day of Judgment,ELD,241,yes,German
images/img_0133.jpg,Temple Garden,MH2,014,no,German
images/img_0134.jpg,Demonic Tutor,KLD,232,yes,French
images/img_0135.jpg,Supreme Verdict,CMM,295,no,French
images/img_0136.jpg,Primeval Titan,ELD,122,yes,Korean
images/img_0137.jpg,Sword of Feast and Famine,MH2,066,yes,Japanese
images/img_0138.jpg,Mana Leak,KHM,158,no,Japanese
images/img_0139.jpg,Grapeshot,MH2,200,yes,French
images/img_0140.jpg,Urza's Saga,KHM,030,no,Spanish
images/img_0141.jpg,Sword of Fire and Ice,ELD,009,no,Japanese
images/img_0142.jpg,Birds of Paradise,ZNR,040,no,Spanish
images/img_0143.jpg,Wrath of God,ELD,070,no,English
images/img_0144.jpg,Young Pyromancer,NCC,123,yes,Spanish
images/img_0145.jpg,Forest,THB,242,yes,Chinese
images/img_0146.jpg,Cyclonic Rift,KHM,103,yes,Spanish
images/img_0147.jpg,Noble Hierarch,C21,261,yes,Italian
images/img_0148.jpg,Sword of Fire and Ice,MH2,050,yes,English
images/img_0149.jpg,Forest (Full Art),THB,263,yes,English
images/img_0150.jpg,Sword of Feast and Famine,ELD,173,no,Spanish
images/img_0151.jpg,Noble Hierarch,KLD,221,no,English
images/img_0152.jpg,Rogue's Passage,THB,180,no,Korean
images/img_0153.jpg,Cryptic Command,CMM,215,no,Portuguese
images/img_0154.jpg,Inquisition of Kozilek,ZNR,176,yes,Portuguese
images/img_0155.jpg,Arcane Denial,KLD,299,no,Chinese
images/img_0156.jpg,Birds of Paradise,M21,024,yes,Chinese
images/img_0157.jpg,Thoughtseize,NCC,270,yes,Spanish
images/img_0158.jpg,Elvish Mystic,DMR,097,no,German
images/img_0159.jpg,Rogue's Passage,IKO,080,yes,Portuguese
images/img_0160.jpg,Brainstorm,MH2,014,no,Korean
images/img_0161.jpg,Dark Confidant,M21,095,yes,Spanish
images/img_0162.jpg,Mox Sapphire,M20,037,no,Japanese
images/img_0163.jpg,"Teferi, Time Raveler",M21,167,yes,French
images/img_0164.jpg,Nature's Lore,THB,212,no,Italian
images/img_0165.jpg,Cryptic Command,CMM,131,no,Spanish
images/img_0166.jpg,Sword of Feast and Famine,NCC,107,yes,Italian
images/img_0167.jpg,City of Brass,KHM,015,no,Japanese
images/img_0168.jpg,Black Lotus,DMR,191,no,Spanish
images/img_0169.jpg,Nature's Lore,ELD,097,yes,Spanish
images/img_0170.jpg,Path to Exile,DMR,013,no,English
images/img_0171.jpg,Swords to Plowshares,ELD,036,no,French
images/img_0172.jpg,Island,IKO,045,no,Korean
images/img_0173.jpg,Elvish Mystic,KHM,278,no,Spanish
images/img_0174.jpg,Counterspell,DMR,256,yes,Spanish
images/img_0175.jpg,Dark Confidant,IKO,279,no,Japanese
images/img_0176.jpg,Cyclonic Rift,M20,017,no,Japanese
images/img_0177.jpg,Maze's End,M20,006,no,Italian
images/img_0178.jpg,Birds of Paradise,C21,168,no,German
images/img_0179.jpg,Gilded Goose,KHM,203,yes,Korean
images/img_0180.jpg,Gilded Goose,C21,066,yes,Portuguese
images/img_0181.jpg,Brainstorm (Japanese),THB,211,no,Chinese
images/img_0182.jpg,Ponder,CMM,109,yes,Chinese
images/img_0183.jpg,Brainstorm (Japanese),DMR,108,yes,German
images/img_0184.jpg,Tarmogoyf,KHM,268,no,English
images/img_0185.jpg,Thoughtseize,THB,162,no,Spanish
images/img_0186.jpg,Urza's Saga,KLD,104,no,English
images/img_0187.jpg,Forest (Full Art),THB,115,no,Portuguese
images/img_0188.jpg,Volcanic Island,KLD,286,no,Korean
images/img_0189.jpg,Counterspell,M20,035,yes,Korean
images/img_0190.jpg,Cryptic Command,AFR,279,yes,French
images/img_0191.jpg,Counterspell,THB,230,yes,English
images/img_0192.jpg,Cryptic Command,IKO,275,no,Korean
images/img_0193.jpg,Primeval Titan,MH2,015,no,German
images/img_0194.jpg,Mountain,M20,269,no,French
images/img_0195.jpg,Brainstorm (Japanese),IKO,142,yes,Japanese
images/img_0196.jpg,Volcanic Island,ZNR,097,no,Portuguese
images/img_0197.jpg,Lightning Bolt,M20,168,no,English
images/img_0198.jpg,Temple Garden,KLD,223,yes,Portuguese
images/img_0199.jpg,Brainstorm (Japanese),MH2,296,no,English
images/img_0200.jpg,Island,MH2,224,yes,French
images/img_0201.jpg,Volcanic Island,IKO,127,no,French
images/img_0202.jpg,Mountain,CMM,200,no,German
images/img_0203.jpg,Mox Sapphire,AFR,275,no,Chinese
images/img_0204.jpg,Preordain,M20,259,no,German
images/img_0205.jpg,Inquisition of Kozilek,C21,047,no,French
images/img_0206.jpg,Wrath of God,CMM,093,no,Korean
images/img_0207.jpg,Cultivate,IKO,174,yes,German
images/img_0208.jpg,Wrath of God,DMR,094,no,Portuguese
images/img_0209.jpg,Forest (Full Art),DMR,016,no,German
images/img_0210.jpg,Cultivate,KLD,262,no,Japanese
images/img_0211.jpg,Young Pyromancer,AFR,056,no,Spanish
images/img_0212.jpg,Volcanic Island,C21,205,yes,Italian
images/img_0213.jpg,Delver of Secrets,KHM,007,yes,Japanese
images/img_0214.jpg,Brainstorm,DMR,001,no,Spanish
images/img_0215.jpg,Lightning Bolt,THB,262,yes,Portuguese
images/img_0216.jpg,Birds of Paradise,M20,102,yes,Chinese
images/img_0217.jpg,Plains,CMM,125,yes,Korean
images/img_0218.jpg,Cultivate (Japanese),M21,254,yes,French
images/img_0219.jpg,Mox Sapphire,KHM,104,no,French
images/img_0220.jpg,Collective Company,KLD,285,yes,Chinese
images/img_0221.jpg,Supreme Verdict,C21,215,no,Japanese
images/img_0222.jpg,Collective Company,DMR,128,yes,German
images/img_0223.jpg,Gaea's Cradle,DMR,048,yes,Spanish
images/img_0224.jpg,Maze's End,ZNR,192,no,German
images/img_0225.jpg,Sword of Feast and Famine,THB,016,no,Portuguese
images/img_0226.jpg,Forest (Full Art),CMM,142,no,Japanese
images/img_0227.jpg,Noble Hierarch,NCC,040,no,Spanish
images/img_0228.jpg,Inquisition of Kozilek,IKO,151,yes,Korean
images/img_0229.jpg,Delver of Secrets,KHM,132,no,Japanese
images/img_0230.jpg,Counter Spell,IKO,001,yes,Italian
images/img_0231.jpg,Noble Hierarch,IKO,125,yes,Portuguese
images/img_0232.jpg,Delver of Secrets,C21,193,no,Korean
images/img_0233.jpg,Mox Sapphire,DMR,214,no,Spanish
images/img_0234.jpg,Supreme Verdict,DMR,183,no,French
images/img_0235.jpg,City of Brass,IKO,073,yes,English
images/img_0236.jpg,"Teferi, Time Raveler",CMM,220,no,Portuguese
images/img_0237.jpg,Elvish Mystic,CMM,275,no,French
images/img_0238.jpg,Damnation,CMM,163,yes,Portuguese
images/img_0239.jpg,Cryptic Command,IKO,060,yes,Italian
images/img_0240.jpg,Grapeshot,C21,297,no,Portuguese
images/img_0241.jpg,Volcanic Island,MH2,106,no,Korean
images/img_0242.jpg,Brainstorm,CMM,026,no,Korean
images/img_0243.jpg,Elvish Mystic,M21,222,yes,Italian
images/img_0244.jpg,Elvish Mystic,CMM,179,no,English
images/img_0245.jpg,Young Pyromancer,ELD,015,yes,English
images/img_0246.jpg,Collective Company,M20,225,no,Korean
images/img_0247.jpg,Preordain,MH2,214,no,Chinese
images/img_0248.jpg,Demonic Tutor,THB,020,yes,English
images/img_0249.jpg,Ponder,M20,064,yes,Italian
images/img_0250.jpg,Sol Ring,KHM,180,no,Italian
images/img_0251.jpg,Lightning Bolt,CMM,149,no,English
images/img_0252.jpg,Brainstorm,CMM,267,yes,English
images/img_0253.jpg,Sword of Feast and Famine,M20,210,yes,French
images/img_0254.jpg,Fatal Push,DMR,120,no,French
images/img_0255.jpg,Volcanic Island,C21,034,yes,Japanese
images/img_0256.jpg,Black Lotus,ELD,228,yes,German
images/img_0257.jpg,Path to Exile,NCC,138,no,Korean
images/img_0258.jpg,Dark Confidant,ZNR,069,no,English
images/img_0259.jpg,Gilded Goose,AFR,183,no,German
images/img_0260.jpg,Lightning Bolt,IKO,016,yes,German
images/img_0261.jpg,Llanowar Elves,C21,036,yes,Chinese
images/img_0262.jpg,Snapcaster Mage,DMR,275,yes,Portuguese
images/img_0263.jpg,Noble Hierarch,THB,025,no,Spanish
images/img_0264.jpg,Collective Company,M20,244,no,French
images/img_0265.jpg,Snapcaster Mage,DMR,204,yes,Italian
images/img_0266.jpg,Mountain,M20,216,yes,German
images/img_0267.jpg,Nature's Lore,KHM,026,no,English
images/img_0268.jpg,Birds of Paradise,ELD,008,no,Italian
images/img_0269.jpg,Counterspell,ZNR,076,yes,German
images/img_0270.jpg,Mana Leak,MH2,248,yes,Japanese
images/img_0271.jpg,Cryptic Command,M21,145,no,Italian
images/img_0272.jpg,Mox Sapphire,MH2,143,no,Korean
images/img_0273.jpg,Thoughtseize,ELD,150,yes,Japanese
images/img_0274.jpg,Farseek,DMR,281,yes,English
images/img_0275.jpg,Gaea's Cradle,IKO,256,no,Italian
images/img_0276.jpg,Volcanic Island,NCC,124,no,Korean
images/img_0277.jpg,Snapcaster Mage,C21,108,no,Japanese
images/img_0278.jpg,Island,KLD,255,no,English
images/img_0279.jpg,Brainstorm,M21,270,no,Japanese
images/img_0280.jpg,Gaea's Cradle,MH2,010,no,Spanish
images/img_0281.jpg,Demonic Tutor,ELD,292,yes,German
images/img_0282.jpg,Cultivate,NCC,005,yes,German
images/img_0283.jpg,Forest (Full Art),ZNR,138,no,Italian
images/img_0284.jpg,Urza's Saga,ELD,123,no,Korean
images/img_0285.jpg,Delver of Secrets,DMR,258,yes,Korean
images/img_0286.jpg,Farseek,MH2,053,no,Chinese
images/img_0287.jpg,Damnation,DMR,028,no,Chinese
images/img_0288.jpg,Brainstorm (Japanese),IKO,227,no,Korean
images/img_0289.jpg,Grapeshot,MH2,200,yes,Spanish
images/img_0290.jpg,Counter Spell,AFR,247,no,Portuguese
images/img_0291.jpg,Gaea's Cradle,AFR,257,yes,Korean
images/img_0292.jpg,"Teferi, Time Raveler",KLD,172,yes,Chinese
images/img_0293.jpg,Mox Sapphire,ZNR,078,yes,Chinese
images/img_0294.jpg,Young Pyromancer,THB,192,no,Japanese
images/img_0295.jpg,Maze's End,M20,220,yes,Spanish
images/img_0296.jpg,Young Pyromancer,THB,231,yes,Spanish
images/img_0297.jpg,Cultivate,C21,267,no,French
images/img_0298.jpg,Demonic Tutor,M21,149,yes,German
images/img_0299.jpg,Counterspell,DMR,272,no,French
images/img_0300.jpg,Cryptic Command,CMM,210,yes,Japanese
images/img_0301.jpg,Brainstorm,M21,240,yes,Korean
images/img_0302.jpg,Sol Ring,DMR,030,yes,Portuguese
images/img_0303.jpg,Sword of Feast and Famine,DMR,198,yes,English
images/img_0304.jpg,Cultivate,ELD,207,yes,Korean
images/img_0305.jpg,Urza's Saga,CMM,184,yes,Spanish
images/img_0306.jpg,Day of Judgment,IKO,187,yes,French
images/img_0307.jpg,Mountain,M20,067,yes,German
images/img_0308.jpg,Urza's Saga,KLD,027,yes,German
images/img_0309.jpg,Damnation,KLD,259,no,Italian
images/img_0310.jpg,Path to Exile,M21,160,yes,Italian
images/img_0311.jpg,Urza's Saga,THB,203,yes,Spanish
images/img_0312.jpg,Thoughtseize,AFR,235,no,Korean
images/img_0313.jpg,Nature's Lore,THB,176,no,Japanese
images/img_0314.jpg,Cultivate (Japanese),M21,173,no,Japanese
images/img_0315.jpg,Demonic Tutor,MH2,019,no,Korean
images/img_0316.jpg,Cyclonic Rift,DMR,247,no,Korean
images/img_0317.jpg,Delver of Secrets,MH2,035,no,Chinese
images/img_0318.jpg,Forest,M21,067,yes,Japanese
images/img_0319.jpg,Damnation,DMR,126,yes,French
images/img_0320.jpg,Cultivate,ELD,083,yes,Spanish
images/img_0321.jpg,Farseek,ZNR,006,yes,German
images/img_0322.jpg,Collective Company,ELD,069,no,English
images/img_0323.jpg,Volcanic Island,NCC,144,yes,Chinese
images/img_0324.jpg,Maze's End,ELD,030,yes,Chinese
images/img_0325.jpg,Cultivate,KLD,038,yes,Spanish
images/img_0326.jpg,Sol Ring,M21,172,no,French
images/img_0327.jpg,Plains,CMM,174,no,Spanish
images/img_0328.jpg,Cyclonic Rift,IKO,190,no,French
images/img_0329.jpg,Birds of Paradise,KHM,186,yes,French
images/img_0330.jpg,Island,ZNR,143,yes,Korean
images/img_0331.jpg,Swamp,AFR,088,no,Chinese
images/img_0332.jpg,Path to Exile,ZNR,124,yes,Chinese
images/img_0333.jpg,Collective Brutality,M20,081,no,French
images/img_0334.jpg,Preordain,ELD,235,yes,Chinese
images/img_0335.jpg,Ponder,MH2,197,yes,Spanish
images/img_0336.jpg,Damnation,C21,044,yes,Chinese
images/img_0337.jpg,Forest,IKO,130,yes,German
images/img_0338.jpg,Cyclonic Rift,ELD,006,no,French
images/img_0339.jpg,Inquisition of Kozilek,IKO,149,no,Portuguese
images/img_0340.jpg,Island,THB,153,no,Portuguese
images/img_0341.jpg,Cyclonic Rift,MH2,182,no,Chinese
images/img_0342.jpg,Temple Garden,KHM,096,no,Korean
images/img_0343.jpg,Ponder,AFR,219,no,Japanese
images/img_0344.jpg,Lightning Bolt,MH2,266,no,Spanish
images/img_0345.jpg,Brainstorm,KLD,118,no,German
images/img_0346.jpg,Ponder,M21,100,no,English
images/img_0347.jpg,City of Brass,M20,245,yes,Spanish
images/img_0348.jpg,Brainstorm (Japanese),NCC,191,no,Korean
images/img_0349.jpg,Temple Garden,KLD,293,no,Portuguese
images/img_0350.jpg,Liliana of the Veil,ELD,153,no,French
images/img_0351.jpg,Gilded Goose,ELD,141,yes,Spanish
images/img_0352.jpg,Grapeshot,IKO,029,no,Italian
images/img_0353.jpg,Elvish Mystic,IKO,278,yes,Japanese
images/img_0354.jpg,Lightning Bolt,IKO,116,yes,English
images/img_0355.jpg,Llanowar Elves,C21,193,yes,Spanish
images/img_0356.jpg,Counterspell,ELD,247,no,Portuguese
images/img_0357.jpg,Rogue's Passage,AFR,190,no,Spanish
images/img_0358.jpg,Day of Judgment,NCC,116,no,English
images/img_0359.jpg,Sword of Fire and Ice,MH2,241,yes,French
images/img_0360.jpg,Cultivate,NCC,281,yes,English
images/img_0361.jpg,Tarmogoyf,MH2,263,no,Spanish
images/img_0362.jpg,Temple Garden,M20,109,no,French
images/img_0363.jpg,Volcanic Island,MH2,005,no,Italian
images/img_0364.jpg,Rogue's Passage,M21,297,no,French
images/img_0365.jpg,Forest,THB,127,yes,Italian
images/img_0366.jpg,Swords to Plowshares,NCC,074,no,Italian
images/img_0367.jpg,Volcanic Island,KHM,232,yes,German
images/img_0368.jpg,Swords to Plowshares,ELD,198,yes,Japanese
images/img_0369.jpg,Plains,ELD,148,no,Chinese
images/img_0370.jpg,"Jace, the Mind Sculptor",MH2,132,no,Portuguese
images/img_0371.jpg,Forest (Full Art),THB,210,no,English
images/img_0372.jpg,Mana Leak,DMR,141,no,Spanish
images/img_0373.jpg,Brainstorm (Japanese),CMM,072,no,Spanish
images/img_0374.jpg,Plains,ELD,025,no,Portuguese
images/img_0375.jpg,Gaea's Cradle,MH2,031,no,Korean
images/img_0376.jpg,Brainstorm (Japanese),IKO,030,yes,French
images/img_0377.jpg,Black Lotus,M21,083,no,French
images/img_0378.jpg,Thoughtseize,KLD,227,yes,Spanish
images/img_0379.jpg,Demonic Tutor,M21,155,yes,German
images/img_0380.jpg,Volcanic Island,ZNR,151,yes,Italian
images/img_0381.jpg,Cyclonic Rift,MH2,143,yes,Japanese
images/img_0382.jpg,Urza's Saga,THB,248,no,Italian
images/img_0383.jpg,Black Lotus,CMM,071,yes,Japanese
images/img_0384.jpg,Island,M20,058,no,English
images/img_0385.jpg,Mana Leak,ZNR,101,yes,Korean
images/img_0386.jpg,Collective Brutality,CMM,148,no,Portuguese
images/img_0387.jpg,Mountain,M20,097,yes,Chinese
images/img_0388.jpg,Cyclonic Rift,DMR,103,yes,Portuguese
images/img_0389.jpg,Damnation,KHM,247,yes,French
images/img_0390.jpg,Grapeshot,THB,291,yes,French
images/img_0391.jpg,Llanowar Elves,ELD,293,no,Italian
images/img_0392.jpg,Young Pyromancer,M20,070,yes,Korean
images/img_0393.jpg,Grapeshot,M21,282,no,French
images/img_0394.jpg,Dark Confidant,C21,162,no,Korean
images/img_0395.jpg,Farseek,KLD,063,yes,Korean
images/img_0396.jpg,Dark Confidant,NCC,180,yes,French
images/img_0397.jpg,Cultivate (Japanese),MH2,075,no,Portuguese
images/img_0398.jpg,Primeval Titan,KLD,280,yes,Spanish
images/img_0399.jpg,Preordain,MH2,042,no,Italian
images/img_0400.jpg,Fatal Push,MH2,293,yes,Japanese
images/img_0401.jpg,Counter Spell,IKO,230,yes,French
images/img_0402.jpg,Gaea's Cradle,ELD,059,yes,English
images/img_0403.jpg,Cultivate,MH2,297,no,Korean
images/img_0404.jpg,Llanowar Elves,AFR,121,yes,Spanish
images/img_0405.jpg,Nature's Lore,CMM,136,yes,Japanese
images/img_0406.jpg,Llanowar Elves,THB,054,no,Portuguese
images/img_0407.jpg,Arcane Denial,MH2,028,no,English
images/img_0408.jpg,Primeval Titan,CMM,008,no,French
images/img_0409.jpg,Fatal Push,ZNR,186,no,Italian
images/img_0410.jpg,Arcane Denial,DMR,175,no,Spanish
images/img_0411.jpg,Day of Judgment,IKO,105,no,English
images/img_0412.jpg,Noble Hierarch,KHM,268,yes,English
images/img_0413.jpg,Urza's Saga,MH2,072,yes,Spanish
images/img_0414.jpg,Cryptic Command,NCC,103,yes,Portuguese
images/img_0415.jpg,Ponder,KHM,118,no,Chinese
images/img_0416.jpg,Wrath of God,IKO,176,no,Spanish
images/img_0417.jpg,Brainstorm,ZNR,056,yes,Portuguese
images/img_0418.jpg,Sword of Fire and Ice,DMR,124,yes,Japanese
images/img_0419.jpg,Fatal Push,KLD,086,no,Portuguese
images/img_0420.jpg,Brainstorm (Japanese),M21,008,no,Spanish
images/img_0421.jpg,Delver of Secrets,M20,280,yes,English
images/img_0422.jpg,Wrath of God,DMR,154,yes,Chinese
images/img_0423.jpg,Snapcaster Mage,KHM,039,no,German
images/img_0424.jpg,Collective Brutality,DMR,062,no,English
images/img_0425.jpg,Black Lotus,ELD,032,yes,English
images/img_0426.jpg,Swords to Plowshares,DMR,191,yes,Italian
images/img_0427.jpg,Noble Hierarch,DMR,135,no,Korean
images/img_0428.jpg,Tarmogoyf,IKO,005,no,Korean
images/img_0429.jpg,Path to Exile,DMR,074,no,Spanish
images/img_0430.jpg,Elvish Mystic,C21,259,no,Japanese
images/img_0431.jpg,Cultivate (Japanese),THB,213,no,Italian
images/img_0432.jpg,Farseek,IKO,018,no,Japanese
images/img_0433.jpg,Birds of Paradise,MH2,121,yes,German
images/img_0434.jpg,Fatal Push,NCC,174,yes,Portuguese
images/img_0435.jpg,Tarmogoyf,DMR,149,no,German
images/img_0436.jpg,Mox Sapphire,MH2,139,yes,German
images/img_0437.jpg,City of Brass,THB,263,yes,Chinese
images/img_0438.jpg,Collective Brutality,NCC,272,yes,Spanish
images/img_0439.jpg,Cryptic Command,ZNR,155,yes,English
images/img_0440.jpg,Nature's Lore,C21,090,yes,Korean
images/img_0441.jpg,City of Brass,DMR,123,no,Portuguese
images/img_0442.jpg,Primeval Titan,DMR,299,yes,Japanese
images/img_0443.jpg,Plains,IKO,295,no,Chinese
images/img_0444.jpg,Forest (Full Art),THB,061,yes,Spanish
images/img_0445.jpg,Fatal Push,IKO,096,yes,German
images/img_0446.jpg,Maze's End,ZNR,137,no,Portuguese
images/img_0447.jpg,Gilded Goose,CMM,061,yes,Chinese
